date,value,month
2017-06-29,1083654.8676429829,2017-06
2017-06-30,1084049.6676429831,2017-06
2017-07-03,1084303.467642983,2017-07
2017-07-04,1084585.467642983,2017-07
2017-07-05,1085008.467642983,2017-07
2017-07-06,1085093.067642983,2017-07
2017-07-07,1085036.6676429831,2017-07
2017-07-10,1085130.6676429827,2017-07
2017-07-11,1085215.2676429828,2017-07
2017-07-12,1085309.2676429828,2017-07
2017-07-13,1085393.8676429829,2017-07
2017-07-14,1085553.6676429831,2017-07
2017-07-17,1085751.067642983,2017-07
2017-07-18,1085760.467642983,2017-07
2017-07-19,1085788.6676429831,2017-07
2017-07-20,1085910.8676429829,2017-07
2017-07-21,1086211.6676429831,2017-07
2017-07-24,1086343.2676429828,2017-07
2017-07-25,1086474.8676429829,2017-07
2017-07-26,1086700.467642983,2017-07
2017-07-27,1086841.467642983,2017-07
2017-07-28,1086954.2676429828,2017-07
2017-07-31,1087001.2676429832,2017-07
2017-08-01,1087085.8676429829,2017-08
2017-08-02,1087367.8676429829,2017-08
2017-08-03,1087471.2676429828,2017-08
2017-08-04,1087772.067642983,2017-08
2017-08-07,1087875.467642983,2017-08
2017-08-08,1087997.6676429831,2017-08
2017-08-09,1088072.8676429829,2017-08
2017-08-10,1088185.6676429831,2017-08
2017-08-11,1088392.467642983,2017-08
2017-08-14,1088505.2676429828,2017-08
2017-08-15,1088524.067642983,2017-08
2017-08-16,1088580.467642983,2017-08
2017-08-17,1088674.467642983,2017-08
2017-08-18,1088984.6676429827,2017-08
2017-08-21,1089069.2676429828,2017-08
2017-08-22,1089191.467642983,2017-08
2017-08-23,1089257.2676429828,2017-08
2017-08-24,1089473.467642983,2017-08
2017-08-25,1089623.8676429829,2017-08
2017-08-28,1089623.8676429829,2017-08
2017-08-29,1089727.2676429828,2017-08
2017-08-30,1089783.6676429831,2017-08
2017-08-31,1090122.067642983,2017-08
2017-09-01,1090347.6676429827,2017-09
2017-09-04,1089826.693063543,2017-09
2017-09-05,1088454.891171383,2017-09
2017-09-06,1089090.9911713828,2017-09
2017-09-07,1087389.4911713828,2017-09
2017-09-08,1089023.091171383,2017-09
2017-09-11,1086931.7260144628,2017-09
2017-09-12,1082186.8893537628,2017-09
2017-09-13,1083536.3893537628,2017-09
2017-09-14,1080946.989353763,2017-09
2017-09-15,1081528.0893537628,2017-09
2017-09-18,1083923.5893537628,2017-09
2017-09-19,1080450.6893537627,2017-09
2017-09-20,1082312.9881125828,2017-09
2017-09-21,1075805.3682744028,2017-09
2017-09-22,1073868.1682744029,2017-09
2017-09-25,1066899.1682744029,2017-09
2017-09-26,1065734.3682744028,2017-09
2017-09-27,1064474.7118886828,2017-09
2017-09-28,1063194.9107732829,2017-09
2017-09-29,1064341.510773283,2017-09
2017-10-09,1064505.3107732828,2017-10
2017-10-10,1064869.3107732828,2017-10
2017-10-11,1064254.297536563,2017-10
2017-10-12,1062830.6974873631,2017-10
2017-10-13,1071484.8974873628,2017-10
2017-10-16,1058624.6974873627,2017-10
2017-10-17,1055817.697487363,2017-10
2017-10-18,1053439.7974873628,2017-10
2017-10-19,1052200.777275163,2017-10
2017-10-20,1051130.1058044028,2017-10
2017-10-23,1051229.1058044028,2017-10
2017-10-24,1051310.1058044028,2017-10
2017-10-25,1051364.1058044028,2017-10
2017-10-26,1050754.260662703,2017-10
2017-10-27,1043844.208061443,2017-10
2017-10-30,1033252.0080614429,2017-10
2017-10-31,1032736.7596231229,2017-10
2017-11-01,1032373.9451707231,2017-11
2017-11-02,1032585.1451707229,2017-11
2017-11-03,1032989.9451707229,2017-11
2017-11-06,1032945.9451707229,2017-11
2017-11-07,1032981.1451707229,2017-11
2017-11-08,1033069.1451707229,2017-11
2017-11-09,1033130.745170723,2017-11
2017-11-10,1033236.345170723,2017-11
2017-11-13,1033315.545170723,2017-11
2017-11-14,1033341.9451707229,2017-11
2017-11-15,1033553.1451707231,2017-11
2017-11-16,1033711.545170723,2017-11
2017-11-17,1033957.9451707231,2017-11
2017-11-20,1034010.745170723,2017-11
2017-11-21,1034133.9451707229,2017-11
2017-11-22,1034186.745170723,2017-11
2017-11-23,1034406.745170723,2017-11
2017-11-24,1034635.545170723,2017-11
2017-11-27,1034758.745170723,2017-11
2017-11-28,1034776.345170723,2017-11
2017-11-29,1034820.345170723,2017-11
2017-11-30,1035163.545170723,2017-11
2017-12-01,1035321.9451707229,2017-12
2017-12-04,1035568.345170723,2017-12
2017-12-05,1035753.1451707231,2017-12
2017-12-06,1035797.1451707231,2017-12
2017-12-07,1035981.9451707229,2017-12
2017-12-08,1036096.345170723,2017-12
2017-12-11,1036105.1451707229,2017-12
2017-12-12,1036193.1451707231,2017-12
2017-12-13,1036298.745170723,2017-12
2017-12-14,1036465.9451707231,2017-12
2017-12-15,1036721.1451707231,2017-12
2017-12-18,1036668.345170723,2017-12
2017-12-19,1036712.345170723,2017-12
2017-12-20,1036879.545170723,2017-12
2017-12-21,1037152.345170723,2017-12
2017-12-22,1037266.745170723,2017-12
2017-12-25,1037442.745170723,2017-12
2017-12-26,1037161.1451707231,2017-12
2017-12-27,1037178.745170723,2017-12
2017-12-28,1035973.1451707231,2017-12
2017-12-29,1038111.545170723,2017-12
2018-01-02,1038481.1451707229,2018-01
2018-01-03,1038621.9451707229,2018-01
2018-01-04,1039598.745170723,2018-01
2018-01-05,1039906.7451707232,2018-01
2018-01-08,1040056.345170723,2018-01
2018-01-09,1039255.545170723,2018-01
2018-01-10,1039317.1451707231,2018-01
2018-01-11,1039317.1451707231,2018-01
2018-01-12,1039607.545170723,2018-01
2018-01-15,1039695.545170723,2018-01
2018-01-16,1039765.9451707229,2018-01
2018-01-17,1039801.1451707229,2018-01
2018-01-18,1039906.7451707232,2018-01
2018-01-19,1040135.545170723,2018-01
2018-01-22,1040373.1451707231,2018-01
2018-01-23,1040390.745170723,2018-01
2018-01-24,1040487.545170723,2018-01
2018-01-25,1040619.545170723,2018-01
2018-01-26,1040083.109678243,2018-01
2018-01-29,1037131.6332992432,2018-01
2018-01-30,1032902.3332992431,2018-01
2018-01-31,1033812.3332992431,2018-01
2018-02-01,1033340.9482805432,2018-02
2018-02-02,1033239.4001126832,2018-02
2018-02-05,1033169.8001126833,2018-02
2018-02-06,1032917.500112683,2018-02
2018-02-07,1032656.500112683,2018-02
2018-02-08,1032830.5001126833,2018-02
2018-02-09,1033074.1001126831,2018-02
2018-02-12,1033369.9001126834,2018-02
2018-02-13,1033857.1001126834,2018-02
2018-02-14,1035092.5001126833,2018-02
2018-02-22,1034326.9001126832,2018-02
2018-02-23,1034631.4001126832,2018-02
2018-02-26,1034692.3001126833,2018-02
2018-02-27,1034744.5001126833,2018-02
2018-02-28,1034866.3001126831,2018-02
2018-03-01,1034979.4001126832,2018-03
2018-03-02,1035249.1001126834,2018-03
2018-03-05,1035397.000112683,2018-03
2018-03-06,1035475.3001126833,2018-03
2018-03-07,1035536.2001126832,2018-03
2018-03-08,1035666.7001126832,2018-03
2018-03-09,1035788.5001126833,2018-03
2018-03-12,1035840.7001126832,2018-03
2018-03-13,1036058.2001126832,2018-03
2018-03-14,1036197.4001126832,2018-03
2018-03-15,1036284.4001126832,2018-03
2018-03-16,1036484.5001126833,2018-03
2018-03-19,1036597.6001126831,2018-03
2018-03-20,1036762.9001126832,2018-03
2018-03-21,1036780.3001126831,2018-03
2018-03-22,1036971.7001126832,2018-03
2018-03-23,1037415.4001126832,2018-03
2018-03-26,1037258.8001126833,2018-03
2018-03-27,1037302.3001126831,2018-03
2018-03-28,1037363.2001126832,2018-03
2018-03-29,1037137.000112683,2018-03
2018-03-30,1037728.6001126831,2018-03
2018-04-02,1038024.4001126832,2018-04
2018-04-03,1038572.5001126833,2018-04
2018-04-04,1038903.1001126831,2018-04
2018-04-09,1039216.3001126833,2018-04
2018-04-10,1038653.0598451634,2018-04
2018-04-11,1038486.8214451633,2018-04
2018-04-12,1037853.9953614834,2018-04
2018-04-13,1038062.7953614835,2018-04
2018-04-16,1038062.7953614835,2018-04
2018-04-17,1038097.5953614835,2018-04
2018-04-18,1038141.0953614833,2018-04
2018-04-19,1038036.6953614834,2018-04
2018-04-20,1038271.5953614835,2018-04
2018-04-23,1038167.1953614834,2018-04
2018-04-24,1038201.9953614834,2018-04
2018-04-25,1038558.6953614834,2018-04
2018-04-26,1038828.3953614833,2018-04
2018-04-27,1039533.0953614835,2018-04
2018-05-02,1039898.4953614834,2018-05
2018-05-03,1039941.9953614834,2018-05
2018-05-04,1040229.0953614835,2018-05
2018-05-07,1040350.8953614833,2018-05
2018-05-08,1040133.3953614833,2018-05
2018-05-09,1040150.7953614835,2018-05
2018-05-10,1040159.4953614834,2018-05
2018-05-11,1040411.7953614835,2018-05
2018-05-14,1040359.5953614833,2018-05
2018-05-15,1040585.7953614832,2018-05
2018-05-16,1040698.8953614833,2018-05
2018-05-17,1040794.5953614833,2018-05
2018-05-18,1041064.2953614835,2018-05
2018-05-21,1041081.6953614834,2018-05
2018-05-22,1041316.5953614835,2018-05
2018-05-23,1041499.2953614835,2018-05
2018-05-24,1041560.1953614834,2018-05
2018-05-25,1041594.9953614834,2018-05
2018-05-28,1041655.8953614833,2018-05
2018-05-29,1041647.1953614834,2018-05
2018-05-30,1041638.4953614834,2018-05
2018-05-31,1041838.5953614833,2018-05
2018-06-01,1042169.1953614834,2018-06
2018-06-04,1042412.7953614835,2018-06
2018-06-05,1042508.4953614834,2018-06
2018-06-06,1042595.4953614834,2018-06
2018-06-07,1042699.8953614833,2018-06
2018-06-08,1042917.3953614833,2018-06
2018-06-11,1043073.9953614834,2018-06
2018-06-12,1043117.4953614834,2018-06
2018-06-13,1043117.4953614834,2018-06
2018-06-14,1043282.7953614832,2018-06
2018-06-15,1043543.7953614832,2018-06
2018-06-19,1043587.2953614835,2018-06
2018-06-20,1043883.0953614833,2018-06
2018-06-21,1043978.7953614832,2018-06
2018-06-22,1044022.2953614835,2018-06
2018-06-25,1044161.4953614834,2018-06
2018-06-26,1044265.8953614836,2018-06
2018-06-27,1044231.0953614835,2018-06
2018-06-28,1044335.4953614834,2018-06
2018-06-29,1044753.0953614835,2018-06
2018-07-02,1045188.0953614833,2018-07
2018-07-03,1045710.0953614833,2018-07
2018-07-04,1046571.3953614833,2018-07
2018-07-05,1047206.4953614832,2018-07
2018-07-06,1047580.5953614833,2018-07
2018-07-09,1047458.7953614835,2018-07
2018-07-10,1047276.0953614833,2018-07
2018-07-11,1047162.9953614834,2018-07
2018-07-12,1045831.8953614833,2018-07
2018-07-13,1046214.6953614834,2018-07
2018-07-16,1046327.7953614835,2018-07
2018-07-17,1046519.1953614834,2018-07
2018-07-18,1046536.5953614835,2018-07
2018-07-19,1046684.4953614834,2018-07
2018-07-20,1046788.8953614833,2018-07
2018-07-23,1046875.8953614833,2018-07
2018-07-24,1046797.5953614835,2018-07
2018-07-25,1046945.4953614834,2018-07
2018-07-26,1047136.8953614836,2018-07
2018-07-27,1047293.4953614834,2018-07
2018-07-30,1047458.7953614835,2018-07
2018-07-31,1047615.3953614833,2018-07
2018-08-01,1047737.1953614834,2018-08
2018-08-02,1047911.1953614834,2018-08
2018-08-03,1048163.4953614834,2018-08
2018-08-06,1048198.2953614832,2018-08
2018-08-07,1048206.9953614834,2018-08
2018-08-08,1048276.5953614835,2018-08
2018-08-09,1048311.3953614833,2018-08
2018-08-10,1048528.8953614833,2018-08
2018-08-13,1048641.9953614834,2018-08
2018-08-14,1048668.0953614835,2018-08
2018-08-15,1048824.6953614834,2018-08
2018-08-16,1048902.9953614834,2018-08
2018-08-17,1049085.6953614834,2018-08
2018-08-20,1049172.6953614834,2018-08
2018-08-21,1049277.0953614835,2018-08
2018-08-22,1049424.9953614834,2018-08
2018-08-23,1049781.6953614834,2018-08
2018-08-24,1049825.1953614834,2018-08
2018-08-27,1049651.1953614834,2018-08
2018-08-28,1049781.6953614834,2018-08
2018-08-29,1049999.1953614834,2018-08
2018-08-30,1050164.4953614834,2018-08
2018-08-31,1050416.7953614835,2018-08
2018-09-03,1050338.4953614834,2018-09
2018-09-04,1050381.9953614834,2018-09
2018-09-05,1050312.3953614833,2018-09
2018-09-06,1050460.2953614835,2018-09
2018-09-07,1050373.2953614835,2018-09
2018-09-10,1050721.2953614835,2018-09
2018-09-11,1050582.0953614833,2018-09
2018-09-12,1050808.2953614835,2018-09
2018-09-13,1050808.2953614832,2018-09
2018-09-14,1050990.9953614834,2018-09
2018-09-17,1051130.1953614834,2018-09
2018-09-18,1051130.1953614834,2018-09
2018-09-19,1051130.1953614834,2018-09
2018-09-20,1051225.8953614833,2018-09
2018-09-21,1051156.2953614832,2018-09
2018-09-25,1051408.5953614835,2018-09
2018-09-26,1051443.3953614836,2018-09
2018-09-27,1051617.3953614836,2018-09
2018-09-28,1052400.3953614833,2018-09
2018-10-08,1052765.7953614835,2018-10
2018-10-09,1052844.0953614833,2018-10
2018-10-10,1052887.5953614833,2018-10
2018-10-11,1052817.9953614834,2018-10
2018-10-12,1053052.8953614833,2018-10
2018-10-15,1053148.5953614833,2018-10
2018-10-16,1053113.7953614835,2018-10
2018-10-17,1053183.3953614833,2018-10
2018-10-18,1053313.8953614833,2018-10
2018-10-19,1053357.3953614833,2018-10
2018-10-22,1053209.4953614834,2018-10
2018-10-23,1053453.0953614835,2018-10
2018-10-24,1053609.6953614834,2018-10
2018-10-25,1053687.9953614834,2018-10
2018-10-26,1053827.1953614834,2018-10
2018-10-29,1053948.9953614834,2018-10
2018-10-30,1053302.0559922834,2018-10
2018-10-31,1048306.5404202632,2018-10
2018-11-01,1049439.5404202633,2018-11
2018-11-02,1049635.5404202635,2018-11
2018-11-05,1049964.8404202634,2018-11
2018-11-06,1050395.5404202633,2018-11
2018-11-07,1050600.1404202632,2018-11
2018-11-08,1048530.1404202633,2018-11
2018-11-09,1047461.6404202633,2018-11
2018-11-12,1043619.0404202633,2018-11
2018-11-13,1042393.4071598634,2018-11
2018-11-14,1041185.1891575635,2018-11
2018-11-15,1041305.5891575634,2018-11
2018-11-16,1041468.9891575634,2018-11
2018-11-19,1041623.7891575635,2018-11
2018-11-20,1041726.9891575634,2018-11
2018-11-21,1041924.7891575635,2018-11
2018-11-22,1042079.5891575635,2018-11
2018-11-23,1042337.5891575635,2018-11
2018-11-26,1041706.6783768634,2018-11
2018-11-27,1043837.4616645034,2018-11
2018-11-28,1057400.7616645035,2018-11
2018-11-29,1039657.9616645034,2018-11
2018-11-30,1039090.6140364235,2018-11
2018-12-03,1038461.3638519635,2018-12
2018-12-04,1038667.7638519634,2018-12
2018-12-05,1038073.0018562034,2018-12
2018-12-06,1022454.4279411836,2018-12
2018-12-07,1022047.6669581436,2018-12
2018-12-10,1021388.2069045836,2018-12
2018-12-11,1021337.8069045837,2018-12
2018-12-12,1021354.6069045838,2018-12
2018-12-13,1021195.0069045837,2018-12
2018-12-14,1021379.8069045837,2018-12
2018-12-17,1021497.4069045836,2018-12
2018-12-18,1021631.8069045837,2018-12
2018-12-19,1021631.8069045837,2018-12
2018-12-20,1021556.2069045836,2018-12
2018-12-21,1021774.6069045838,2018-12
2018-12-24,1021875.4069045836,2018-12
2018-12-25,1021825.0069045837,2018-12
2018-12-26,1021631.8069045837,2018-12
2018-12-27,1021816.6069045838,2018-12
2018-12-28,1022547.4069045836,2018-12
2019-01-02,1022648.2069045836,2019-01
2019-01-03,1023177.4069045838,2019-01
2019-01-04,1023866.2069045838,2019-01
2019-01-07,1024353.4069045838,2019-01
2019-01-08,1023477.3375751036,2019-01
2019-01-09,1020612.6520142239,2019-01
2019-01-10,1021693.8520142238,2019-01
2019-01-11,1018513.2520142237,2019-01
2019-01-14,1018917.0520142238,2019-01
2019-01-15,1017844.2520142237,2019-01
2019-01-16,1018248.0520142238,2019-01
2019-01-17,1019518.5520142238,2019-01
2019-01-18,1019737.2520142237,2019-01
2019-01-21,1017789.3520142238,2019-01
2019-01-22,1017236.2293182239,2019-01
2019-01-23,1016770.7914821438,2019-01
2019-01-24,1016795.991482144,2019-01
2019-01-25,1016955.5914821438,2019-01
2019-01-28,1016980.7914821438,2019-01
2019-01-29,1017199.191482144,2019-01
2019-01-30,1017148.7914821438,2019-01
2019-01-31,1016620.243930304,2019-01
2019-02-01,1019104.314268964,2019-02
2019-02-11,1016913.114268964,2019-02
2019-02-12,1018904.214268964,2019-02
2019-02-13,1018217.214268964,2019-02
2019-02-14,1017547.0142689641,2019-02
2019-02-15,1020825.414268964,2019-02
2019-02-18,1023532.914268964,2019-02
2019-02-19,1023975.1142689642,2019-02
2019-02-20,1027590.714268964,2019-02
2019-02-21,1024392.114268964,2019-02
2019-02-22,1020822.714268964,2019-02
2019-02-25,1020405.714268964,2019-02
2019-02-26,1020097.914268964,2019-02
2019-02-27,1019753.8142689639,2019-02
2019-02-28,1016398.6142689639,2019-02
2019-03-01,1015350.714268964,2019-03
2019-03-04,1014516.6515762841,2019-03
2019-03-05,1013838.227435464,2019-03
2019-03-06,1013946.1274354642,2019-03
2019-03-07,1013322.7264188242,2019-03
2019-03-08,1009235.597253864,2019-03
2019-03-11,1011320.2972538641,2019-03
2019-03-12,1018097.3972538641,2019-03
2019-03-13,1017680.9972538641,2019-03
2019-03-14,1022389.7972538641,2019-03
2019-03-15,1022994.7972538641,2019-03
2019-03-18,1024752.3972538642,2019-03
2019-03-19,1025793.1932168441,2019-03
2019-03-20,1030878.2493806041,2019-03
2019-03-21,1031101.6493806042,2019-03
2019-03-22,1032994.1040201641,2019-03
2019-03-25,1013801.5820151041,2019-03
2019-03-26,1008307.8593537442,2019-03
2019-03-27,1013095.3260028241,2019-03
2019-03-28,1007953.3260028241,2019-03
2019-03-29,1024991.2260028243,2019-03
2019-04-01,1043015.5260028242,2019-04
2019-04-02,1042266.6278138242,2019-04
2019-04-03,1059025.3815062242,2019-04
2019-04-04,1059638.3815062244,2019-04
2019-04-08,1051514.8815062244,2019-04
2019-04-09,1050394.9815062243,2019-04
2019-04-10,1041847.2815062243,2019-04
2019-04-11,1032542.9815062243,2019-04
2019-04-12,1034745.8815062243,2019-04
2019-04-15,1025526.1815062243,2019-04
2019-04-16,1024501.6733275043,2019-04
2019-04-17,1019891.9419089244,2019-04
2019-04-18,1016893.8644198044,2019-04
2019-04-19,1019368.2730621842,2019-04
2019-04-22,1019458.4730621844,2019-04
2019-04-23,1020902.8730621844,2019-04
2019-04-24,1025704.7730621842,2019-04
2019-04-25,1025415.0730621844,2019-04
2019-04-26,1026039.5730621844,2019-04
2019-04-29,1029951.8730621843,2019-04
2019-04-30,1031580.7730621842,2019-04
2019-05-06,1023527.9730621844,2019-05
2019-05-07,1029211.2730621843,2019-05
2019-05-08,1019942.2730621842,2019-05
2019-05-09,1019983.2730621842,2019-05
2019-05-10,1020285.2730621843,2019-05
2019-05-13,1022880.2730621843,2019-05
2019-05-14,1016715.9730621843,2019-05
2019-05-15,1015524.0854265845,2019-05
2019-05-16,1014328.2868000246,2019-05
2019-05-17,1014577.2868000244,2019-05
2019-05-20,1014560.6868000245,2019-05
2019-05-21,1013966.0605069045,2019-05
2019-05-22,1014478.7896384646,2019-05
2019-05-23,1010896.5896384646,2019-05
2019-05-24,1008201.2896384646,2019-05
2019-05-27,1007016.9804062647,2019-05
2019-05-28,1005933.4647331447,2019-05
2019-05-29,1005933.4647331447,2019-05
2019-05-30,1006064.6647331448,2019-05
2019-05-31,1006204.0647331447,2019-05
2019-06-03,1006261.4647331447,2019-06
2019-06-04,1006359.8647331446,2019-06
2019-06-05,1006384.4647331446,2019-06
2019-06-06,1006556.6647331447,2019-06
2019-06-10,1006646.8647331448,2019-06
2019-06-11,1006646.8647331446,2019-06
2019-06-12,1006745.2647331447,2019-06
2019-06-13,1006180.3456764848,2019-06
2019-06-14,1013277.9284400848,2019-06
2019-06-17,1006715.4284400848,2019-06
2019-06-18,1010286.9284400848,2019-06
2019-06-19,1007704.2284400848,2019-06
2019-06-20,1018686.8284400848,2019-06
2019-06-21,1023020.0284400848,2019-06
2019-06-24,1026785.0284400848,2019-06
2019-06-25,1037829.1284400849,2019-06
2019-06-26,1028057.5284400848,2019-06
2019-06-27,1026689.9284400847,2019-06
2019-06-28,1028300.2284400847,2019-06
2019-07-01,1015612.2284400847,2019-07
2019-07-02,1021127.7284400847,2019-07
2019-07-03,1035731.0284400847,2019-07
2019-07-04,1030206.5284400848,2019-07
2019-07-05,1031297.8284400848,2019-07
2019-07-08,1029146.5062985248,2019-07
2019-07-09,1024030.9082936249,2019-07
2019-07-10,1024904.7082936248,2019-07
2019-07-11,1033797.4082936246,2019-07
2019-07-12,1032957.0082936247,2019-07
2019-07-15,1035900.9082936248,2019-07
2019-07-16,1034704.2082936247,2019-07
2019-07-17,1030708.2082936247,2019-07
2019-07-18,1031025.2082936248,2019-07
2019-07-19,1039268.8082936248,2019-07
2019-07-22,1035016.1082936248,2019-07
2019-07-23,1033964.1082936248,2019-07
2019-07-24,1037020.8082936248,2019-07
2019-07-25,1039267.0082936247,2019-07
2019-07-26,1037119.7949712249,2019-07
2019-07-29,1039080.9240147049,2019-07
2019-07-30,1042397.0240147049,2019-07
2019-07-31,1041426.3240147049,2019-07
2019-08-01,1035044.3240147049,2019-08
2019-08-02,1037764.7240147048,2019-08
2019-08-05,1041491.7240147048,2019-08
2019-08-06,1032959.8240147049,2019-08
2019-08-07,1037907.5876341248,2019-08
2019-08-08,1040875.853398345,2019-08
2019-08-09,1043582.9533983449,2019-08
2019-08-12,1040380.453398345,2019-08
2019-08-13,1053212.553398345,2019-08
2019-08-14,1039492.4533983448,2019-08
2019-08-15,1045360.0533983449,2019-08
2019-08-16,1046194.5533983448,2019-08
2019-08-19,1043550.4533983449,2019-08
2019-08-20,1041440.6533983448,2019-08
2019-08-21,1041970.7533983449,2019-08
2019-08-22,1043564.1533983449,2019-08
2019-08-23,1043139.0533983448,2019-08
2019-08-26,1062001.453398345,2019-08
2019-08-27,1062314.2533983449,2019-08
2019-08-28,1062660.6533983448,2019-08
2019-08-29,1069058.353398345,2019-08
2019-08-30,1062947.070875725,2019-08
2019-09-02,1071184.185259745,2019-09
2019-09-03,1073391.9852597448,2019-09
2019-09-04,1077432.185259745,2019-09
2019-09-05,1083510.4852597448,2019-09
2019-09-06,1073500.085259745,2019-09
2019-09-09,1083718.0852597451,2019-09
2019-09-10,1076479.977259745,2019-09
2019-09-11,1073113.482159745,2019-09
2019-09-12,1074498.782348385,2019-09
2019-09-16,1075415.5691712648,2019-09
2019-09-17,1065077.1691712649,2019-09
2019-09-18,1064750.869171265,2019-09
2019-09-19,1072869.6691712649,2019-09
2019-09-20,1071609.648787065,2019-09
2019-09-23,1067281.273055985,2019-09
2019-09-24,1069080.673055985,2019-09
2019-09-25,1062508.373055985,2019-09
2019-09-26,1053076.5730559852,2019-09
2019-09-27,1052747.1453819252,2019-09
2019-09-30,1051614.3840397652,2019-09
2019-10-08,1046548.9840397651,2019-10
2019-10-09,1045826.024147085,2019-10
2019-10-10,1045268.2480848851,2019-10
2019-10-11,1045412.7480848851,2019-10
2019-10-14,1045438.2480848851,2019-10
2019-10-15,1045650.7480848851,2019-10
2019-10-16,1045718.7480848851,2019-10
2019-10-17,1045701.7480848851,2019-10
2019-10-18,1046067.2480848851,2019-10
2019-10-21,1046016.2480848853,2019-10
2019-10-22,1046016.2480848853,2019-10
2019-10-23,1045973.7480848851,2019-10
2019-10-24,1046041.7480848851,2019-10
2019-10-25,1046101.2480848851,2019-10
2019-10-28,1046143.7480848851,2019-10
2019-10-29,1046279.7480848851,2019-10
2019-10-30,1046390.2480848851,2019-10
2019-10-31,1046483.7480848851,2019-10
2019-11-01,1046551.7480848851,2019-11
2019-11-04,1046602.7480848851,2019-11
2019-11-05,1046585.7480848851,2019-11
2019-11-06,1046730.2480848853,2019-11
2019-11-07,1046798.2480848851,2019-11
2019-11-08,1047027.7480848851,2019-11
2019-11-11,1047197.7480848853,2019-11
2019-11-12,1047223.2480848853,2019-11
2019-11-13,1047197.7480848853,2019-11
2019-11-14,1047223.2480848851,2019-11
2019-11-15,1047291.2480848851,2019-11
2019-11-18,1046708.6216068851,2019-11
2019-11-19,1056833.3322227653,2019-11
2019-11-20,1053450.7322227652,2019-11
2019-11-21,1050017.7322227652,2019-11
2019-11-22,1037235.3322227653,2019-11
2019-11-25,1024398.3322227652,2019-11
2019-11-26,1028276.7322227651,2019-11
2019-11-27,1027070.0763890251,2019-11
2019-11-28,1025745.3820468652,2019-11
2019-11-29,1025936.2820468652,2019-11
2019-12-02,1025969.4820468652,2019-12
2019-12-03,1026010.9820468653,2019-12
2019-12-04,1026069.0820468653,2019-12
2019-12-05,1026052.4820468652,2019-12
2019-12-06,1026160.3820468652,2019-12
2019-12-09,1026309.7820468652,2019-12
2019-12-10,1026318.0820468653,2019-12
2019-12-11,1026342.9820468652,2019-12
2019-12-12,1026434.2820468652,2019-12
2019-12-13,1026450.8820468653,2019-12
2019-12-16,1026608.5820468651,2019-12
2019-12-17,1026591.9820468653,2019-12
2019-12-18,1026658.3820468652,2019-12
2019-12-19,1026791.1820468651,2019-12
2019-12-20,1026948.8820468652,2019-12
2019-12-23,1026243.2024038652,2019-12
2019-12-24,1034089.1560963653,2019-12
2019-12-25,1035972.9347044852,2019-12
2019-12-26,1039886.9344486853,2019-12
2019-12-27,1028345.7344486853,2019-12
2019-12-30,1036176.4344486853,2019-12
2019-12-31,1039687.7344486853,2019-12
2020-01-02,1053483.8344486852,2020-01
2020-01-03,1054493.5344486851,2020-01
2020-01-06,1062795.1344486852,2020-01
2020-01-07,1069240.3848783453,2020-01
2020-01-08,1053312.4666139255,2020-01
2020-01-09,1071465.3666139254,2020-01
2020-01-10,1071292.3028700252,2020-01
2020-01-13,1086388.9950590252,2020-01
2020-01-14,1078143.8950590254,2020-01
2020-01-15,1078454.4950590255,2020-01
2020-01-16,1080637.0415249253,2020-01
2020-01-17,1079997.5313736852,2020-01
2020-01-20,1099584.6570998454,2020-01
2020-01-21,1087083.1902091254,2020-01
2020-01-22,1106673.3902091256,2020-01
2020-01-23,1069254.0858091253,2020-01
2020-02-03,1009650.4435542854,2020-02
2020-02-04,1021408.6051841455,2020-02
2020-02-05,1021113.9457009456,2020-02
2020-02-06,1025558.8457009455,2020-02
2020-02-07,1026639.3787241254,2020-02
2020-02-10,1029113.0437309255,2020-02
2020-02-11,1032213.2437309255,2020-02
2020-02-12,1045440.3733310855,2020-02
2020-02-13,1052512.0374447654,2020-02
2020-02-14,1052088.3503663053,2020-02
2020-02-17,1080239.1995716055,2020-02
2020-02-18,1088604.9995716056,2020-02
2020-02-19,1082651.2995716056,2020-02
2020-02-20,1104423.5646777453,2020-02
2020-02-21,1122884.5052462255,2020-02
2020-02-24,1157928.9512585457,2020-02
2020-02-25,1157455.7283219255,2020-02
2020-02-26,1153375.3600043855,2020-02
2020-02-27,1152179.0236752257,2020-02
2020-02-28,1145191.6236752258,2020-02
2020-03-02,1132389.4236752256,2020-03
2020-03-03,1131464.6236752258,2020-03
2020-03-04,1143421.0236752257,2020-03
2020-03-05,1142476.8100646657,2020-03
2020-03-06,1142076.3422728057,2020-03
2020-03-09,1102895.4003775658,2020-03
2020-03-10,1097687.5029407658,2020-03
2020-03-11,1094299.2691542257,2020-03
2020-03-12,1079053.8691542256,2020-03
2020-03-13,1063184.0691542258,2020-03
2020-03-16,1061628.2579240256,2020-03
2020-03-17,1060439.5510867457,2020-03
2020-03-18,1060482.0510867457,2020-03
2020-03-19,1060516.0510867457,2020-03
2020-03-20,1060677.5510867457,2020-03
2020-03-23,1060788.0510867457,2020-03
2020-03-24,1060694.5510867457,2020-03
2020-03-25,1060703.0510867457,2020-03
2020-03-26,1060720.0510867457,2020-03
2020-03-27,1060856.0510867457,2020-03
2020-03-30,1060839.0510867457,2020-03
